Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Fixation Count	Fixation Frequency [count/s]	Fixation Duration Total [ms]	Fixation Duration Average [ms]	Fixation Duration Maximum [ms]	Fixation Duration Minimum [ms]	Fixation Dispersion Total [px]	Fixation Dispersion Average [px]	Fixation Dispersion Maximum [px]	Fixation Dispersion Minimum [px]	Saccade Count	Saccade Frequency [count/s]	Saccade Duration Total [ms]	Saccade Duration Average [ms]	Saccade Duration Maximum [ms]	Saccade Duration Minimum [ms]	Saccade Amplitude Total [°]	Saccade Amplitude Average [°]	Saccade Amplitude Maximum [°]	Saccade Amplitude Minimum [°]	Saccade Velocity Total [°/s]	Saccade Velocity Average [°/s]	Saccade Velocity Maximum [°/s]	Saccade Velocity Minimum [°/s]	Saccade Latency Average [ms]	Blink Count	Blink Frequency [count/s]	Blink Duration Total [ms]	Blink Duration Average [ms]	Blink Duration Maximum [ms]	Blink Duration Minimum [ms]	Left Mouse Click Count	Left Mouse Click Frequency [count/s]	Right Mouse Click Count	Right Mouse Click Frequency [count/s]	Scanpath Length [px]
Trial007	ljubicasta.rtf	0.0	59968.2	Reading57	NavajoWhite	54	0.9	58026.6	1074.6	2353.9	100.1	10060.9	186.3	250.4	24.2	48	0.8	1035.0	21.6	83.5	16.7	53.6	1.1	14.5	0.0	1267.9	26.4	174.0	1.5	1249.5	6	0.1	784.5	130.7	183.6	100.1	0	0.0	0	0.0	13646
Trial007	ljubicasta.rtf	0.0	47219.3	Reading58	Navy	53	1.1	45689.8	862.1	2103.2	100.2	8881.0	167.6	240.1	9.5	49	1.0	1101.9	22.5	83.5	16.7	75.3	1.5	15.6	0.0	1970.4	40.2	192.8	1.5	941.4	3	0.1	283.8	94.6	116.9	83.5	0	0.0	0	0.0	14937
Trial007	ljubicasta.rtf	0.0	27715.5	Reading59	Olive	52	1.9	25590.7	492.1	1151.8	83.4	8615.1	165.7	266.2	12.2	45	1.6	1101.7	24.5	150.2	16.7	90.1	2.0	16.4	0.0	1936.3	43.0	294.5	2.4	600.6	7	0.3	784.7	112.1	133.6	100.2	0	0.0	0	0.0	14572
Trial007	ljubicasta.rtf	0.0	48672.7	Reading60	OliveDrab	70	1.4	44922.3	641.7	2303.5	116.8	9298.4	132.8	218.7	21.5	50	1.0	1101.8	22.0	116.9	16.7	52.6	1.1	14.9	0.0	1019.9	20.4	165.4	1.2	962.8	19	0.4	2303.6	121.2	183.6	100.1	0	0.0	0	0.0	13512
Trial007	ljubicasta.rtf	0.0	32367.9	Reading61	Orange	51	1.6	31083.4	609.5	1385.4	150.2	7748.5	151.9	265.1	12.5	49	1.5	1185.3	24.2	117.0	16.7	84.6	1.7	14.6	0.0	2353.1	48.0	218.6	1.5	636.4	0	0.0	0.0	-	-	-	0	0.0	0	0.0	14760
Trial007	ljubicasta.rtf	0.0	35227.6	Reading62	OrangeRed	45	1.3	32835.7	729.7	1552.5	133.6	10488.8	233.1	431.0	43.1	34	1.0	834.6	24.5	83.5	16.7	69.5	2.0	14.9	0.0	1456.1	42.8	206.5	2.8	1036.0	10	0.3	1201.8	120.2	150.2	100.1	0	0.0	0	0.0	12974
Trial007	ljubicasta.rtf	0.0	29395.1	Reading63	Orchid	53	1.8	27861.6	525.7	984.8	83.5	7294.5	137.6	214.2	24.7	51	1.7	1151.8	22.6	100.2	16.7	68.2	1.3	16.6	0.0	1462.8	28.7	171.7	1.9	561.6	2	0.1	300.5	150.2	150.3	150.2	0	0.0	0	0.0	14243
Trial007	ljubicasta.rtf	0.0	28575.3	Reading64	PaleGoldenrod	52	1.8	27227.1	523.6	1001.6	100.2	7166.7	137.8	219.0	25.1	50	1.7	1168.5	23.4	100.2	16.7	80.9	1.6	16.2	0.0	1771.8	35.4	161.8	1.6	547.8	1	0.0	167.0	167.0	167.0	167.0	0	0.0	0	0.0	14201
Trial007	ljubicasta.rtf	0.0	49418.1	Reading65	PaleGreen	72	1.5	45906.9	637.6	2404.1	116.9	10079.8	140.0	235.8	36.6	54	1.1	1118.4	20.7	83.4	16.7	91.2	1.7	36.9	0.0	2390.6	44.3	737.6	2.3	904.3	16	0.3	1702.7	106.4	166.9	83.5	0	0.0	0	0.0	14776
Trial007	ljubicasta.rtf	0.0	51460.1	Reading66	PaleTurquoise	74	1.4	42386.1	572.8	1335.6	83.5	9605.6	129.8	246.5	13.4	54	1.0	1135.2	21.0	100.2	16.7	78.4	1.5	24.0	0.0	2013.9	37.3	298.3	2.3	908.4	7	0.1	5243.0	749.0	2739.0	116.8	0	0.0	0	0.0	14794
Trial007	ljubicasta.rtf	0.0	35423.7	Reading67	PaleVioletRed	67	1.9	31333.7	467.7	1569.3	83.5	8899.7	132.8	228.1	25.8	46	1.3	1118.5	24.3	116.8	16.7	141.6	3.1	67.3	0.0	2758.0	60.0	576.1	1.4	748.6	20	0.6	2370.4	118.5	183.7	83.4	0	0.0	0	0.0	14699
Trial007	ljubicasta.rtf	0.0	65818.2	Reading68	PeachPuff	63	1.0	61698.5	979.3	2904.7	83.5	10759.8	170.8	310.9	26.9	42	0.6	767.9	18.3	66.8	16.7	23.2	0.6	11.9	0.0	799.9	19.0	177.5	2.7	1546.8	19	0.3	2587.5	136.2	484.2	83.4	0	0.0	0	0.0	15284
Trial007	ljubicasta.rtf	0.0	22790.4	Reading69	Peru	51	2.2	21334.1	418.3	801.3	116.9	6896.7	135.2	222.3	27.4	48	2.1	1135.2	23.7	133.6	16.7	81.0	1.7	13.3	0.1	2226.0	46.4	199.5	3.7	444.3	2	0.1	267.1	133.5	150.2	116.8	0	0.0	0	0.0	14264
Trial007	ljubicasta.rtf	0.0	44717.9	Reading70	Pink	64	1.4	42785.3	668.5	1535.8	116.9	9146.4	142.9	195.3	34.1	60	1.3	1252.0	20.9	100.2	16.7	58.0	1.0	16.4	0.0	1394.6	23.2	177.2	1.3	722.3	3	0.1	500.8	166.9	200.3	133.6	0	0.0	0	0.0	14682
Trial007	ljubicasta.rtf	0.0	58515.3	Reading71	Plum	76	1.3	53685.9	706.4	3055.1	83.5	11374.0	149.7	262.4	12.0	47	0.8	1035.0	22.0	83.5	16.7	83.5	1.8	16.7	0.0	2223.4	47.3	335.8	2.0	1213.9	28	0.5	3205.1	114.5	150.2	83.5	0	0.0	0	0.0	15711
Trial007	ljubicasta.rtf	0.0	44582.2	Reading72	PowderBlue	61	1.4	42935.4	703.9	1969.7	133.5	9548.1	156.5	282.7	27.1	55	1.2	1135.1	20.6	66.8	16.7	81.5	1.5	13.5	0.0	2509.8	45.6	202.2	1.5	798.5	4	0.1	350.6	87.6	100.2	83.5	0	0.0	0	0.0	16634
