Trial	Stimulus	Export Start Trial Time [ms]	Export End Trial Time [ms]	Participant	Color	Fixation Count	Fixation Frequency [count/s]	Fixation Duration Total [ms]	Fixation Duration Average [ms]	Fixation Duration Maximum [ms]	Fixation Duration Minimum [ms]	Fixation Dispersion Total [px]	Fixation Dispersion Average [px]	Fixation Dispersion Maximum [px]	Fixation Dispersion Minimum [px]	Saccade Count	Saccade Frequency [count/s]	Saccade Duration Total [ms]	Saccade Duration Average [ms]	Saccade Duration Maximum [ms]	Saccade Duration Minimum [ms]	Saccade Amplitude Total [°]	Saccade Amplitude Average [°]	Saccade Amplitude Maximum [°]	Saccade Amplitude Minimum [°]	Saccade Velocity Total [°/s]	Saccade Velocity Average [°/s]	Saccade Velocity Maximum [°/s]	Saccade Velocity Minimum [°/s]	Saccade Latency Average [ms]	Blink Count	Blink Frequency [count/s]	Blink Duration Total [ms]	Blink Duration Average [ms]	Blink Duration Maximum [ms]	Blink Duration Minimum [ms]	Left Mouse Click Count	Left Mouse Click Frequency [count/s]	Right Mouse Click Count	Right Mouse Click Frequency [count/s]	Scanpath Length [px]
Trial001	NoImage	0.0	8003.8	Isidora 1	Coral	15	1.9	7478.2	498.5	1719.3	116.8	1398.6	93.2	168.5	16.2	11	1.4	250.4	22.8	33.4	16.7	17.1	1.6	4.5	0.2	676.0	61.5	133.6	14.7	641.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3762
Trial001	NoImage	0.0	8608.8	Tamara	CornflowerBlue	12	1.4	7812.4	651.0	1318.6	116.9	1023.3	85.3	132.8	17.0	9	1.0	333.9	37.1	133.6	16.7	36.3	4.0	24.6	0.0	599.3	66.6	184.5	2.1	640.6	2	0.2	250.4	125.2	133.6	116.9	0	0.0	0	0.0	3532
Trial001	NoImage	0.0	8408.8	Vanja	Crimson	10	1.2	7846.0	784.6	2503.4	83.4	1058.1	105.8	174.2	42.6	8	1.0	334.0	41.7	116.9	16.7	26.6	3.3	9.8	0.1	579.0	72.4	126.7	6.9	910.9	1	0.1	183.6	183.6	183.6	183.6	0	0.0	0	0.0	3685
Trial001	NoImage	0.0	16995.4	Vanja novo	Cyan	8	0.5	16460.2	2057.5	6160.0	100.2	1091.5	136.4	214.4	64.5	5	0.3	166.9	33.4	50.1	16.7	20.9	4.2	7.0	1.3	570.8	114.2	140.0	79.6	3764.4	2	0.1	317.3	158.6	167.0	150.3	0	0.0	0	0.0	3555
Trial001	NoImage	0.0	13201.1	Proba	DarkBlue	10	0.8	12575.7	1257.6	7083.2	100.2	1777.6	177.8	336.8	50.4	10	0.8	271.1	27.1	37.4	16.7	27.7	2.8	9.8	0.1	888.7	88.9	294.1	4.2	1326.8	1	0.1	333.8	333.8	333.8	333.8	0	0.0	0	0.0	3136
Trial001	NoImage	0.0	13321.1	Proba novo	DarkCyan	7	0.5	13200.1	1885.7	7975.0	116.8	928.7	132.7	193.8	59.8	6	0.5	116.9	19.5	33.4	16.7	5.1	0.9	1.5	0.4	263.5	43.9	87.8	21.6	784.6	0	0.0	0.0	-	-	-	0	0.0	0	0.0	1413
Trial001	NoImage	0.0	12314.4	Reading1	DarkGoldenrod	10	0.8	11969.3	1196.9	4356.7	133.6	1398.3	139.8	260.6	36.9	8	0.6	183.7	23.0	33.4	16.7	19.6	2.4	5.0	1.0	826.5	103.3	148.8	61.0	1519.1	1	0.1	116.8	116.8	116.8	116.8	0	0.0	0	0.0	4081
Trial001	NoImage	0.0	10754.6	Reading2	DarkGray	10	0.9	10533.9	1053.4	4825.4	100.2	1495.6	149.6	265.2	62.9	9	0.8	200.1	22.2	33.4	16.5	16.3	1.8	4.1	0.0	659.0	73.2	122.6	2.3	1151.9	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3529
Trial001	NoImage	0.0	8898.6	Reading3	DarkGreen	11	1.2	8429.2	766.3	2136.8	100.2	1343.7	122.2	217.2	35.1	8	0.9	217.7	27.2	50.1	16.7	18.3	2.3	6.0	0.5	607.9	76.0	119.5	31.1	1017.7	2	0.2	200.3	100.2	116.9	83.5	0	0.0	0	0.0	3654
Trial001	NoImage	0.0	9679.2	Reading4	DarkKhaki	12	1.2	9181.1	765.1	3054.6	83.5	1528.9	127.4	225.1	52.2	12	1.2	434.1	36.2	133.6	16.7	31.1	2.6	8.9	0.0	893.0	74.4	259.8	1.8	720.8	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3907
Trial001	NoImage	0.0	16567.8	P00	DarkMagenta	13	0.8	15291.2	1176.2	2859.9	149.5	1756.9	135.1	242.5	31.7	7	0.4	205.6	29.4	37.4	18.7	24.5	3.5	6.0	1.3	781.6	111.7	160.0	69.9	1554.7	6	0.4	859.9	143.3	205.6	74.8	0	0.0	0	0.0	4412
Trial001	NoImage	0.0	7903.3	P05	DarkOliveGreen	9	1.1	7562.1	840.2	2086.4	116.8	1304.7	145.0	238.7	23.1	8	1.0	317.2	39.6	100.2	16.7	24.9	3.1	8.9	0.8	629.3	78.7	101.9	46.3	868.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3996
Trial001	NoImage	0.0	10054.3	0008	DarkOrange	12	1.2	9682.4	806.9	4106.8	83.4	1707.0	142.3	251.8	61.1	10	1.0	250.3	25.0	50.1	16.6	18.8	1.9	3.8	0.4	706.4	70.6	113.4	21.2	918.1	1	0.1	100.1	100.1	100.1	100.1	0	0.0	0	0.0	3795
Trial001	NoImage	0.0	7525.4	006	DarkOrchid	12	1.6	7195.0	599.6	1635.9	83.5	1758.1	146.5	277.4	30.7	10	1.3	233.7	23.4	33.4	16.7	19.7	2.0	4.7	0.7	776.5	77.6	142.3	43.1	651.1	0	0.0	0.0	-	-	-	0	0.0	0	0.0	4052
Trial001	NoImage	0.0	9987.8	Reading7	DarkRed	8	0.8	9385.0	1173.1	2561.3	130.9	1064.3	133.0	191.2	53.3	8	0.8	373.9	46.7	149.6	18.7	128.9	16.1	76.7	0.0	2120.6	265.1	698.5	0.9	742.5	2	0.2	205.6	102.8	130.9	74.8	0	0.0	0	0.0	3112
Trial001	NoImage	0.0	21667.5	Reading8	DarkSalmon	10	0.5	21031.7	2103.2	6057.0	130.9	1264.0	126.4	241.4	36.5	8	0.4	261.7	32.7	56.1	18.7	28.4	3.5	8.1	0.1	932.5	116.6	432.1	2.8	2470.4	2	0.1	317.8	158.9	186.9	130.8	0	0.0	0	0.0	3180
Trial001	NoImage	0.0	8188.7	Reading9	DarkSeaGreen	12	1.5	7595.6	633.0	1458.4	83.5	1212.8	101.1	208.3	20.8	9	1.1	327.0	36.3	130.9	16.7	23.0	2.6	9.1	0.0	569.5	63.3	107.5	1.7	523.7	2	0.2	205.6	102.8	112.2	93.5	0	0.0	0	0.0	3173
Trial001	NoImage	0.0	8402.1	Reading10	DarkSlateBlue	9	1.1	7461.9	829.1	2170.3	116.8	1244.6	138.3	242.9	39.3	8	1.0	751.1	93.9	300.5	16.7	61.5	7.7	23.3	0.0	1044.7	130.6	623.6	1.1	1073.1	1	0.1	100.2	100.2	100.2	100.2	0	0.0	0	0.0	3516
Trial001	NoImage	0.0	8158.6	Reading11	DarkSlateGray	10	1.2	7829.1	782.9	2336.5	83.5	1397.5	139.8	316.9	11.1	10	1.2	300.7	30.1	33.5	16.7	30.5	3.0	5.6	1.2	1000.5	100.1	166.8	50.0	734.5	0	0.0	0.0	-	-	-	0	0.0	0	0.0	4440
Trial001	NoImage	0.0	8191.9	Reading12	DarkTurquoise	13	1.6	7728.8	594.5	1852.8	83.4	1610.7	123.9	196.7	40.8	10	1.2	233.7	23.4	50.1	16.7	19.8	2.0	6.3	0.0	755.1	75.5	125.0	2.3	717.8	2	0.2	183.6	91.8	100.1	83.5	0	0.0	0	0.0	4066
Trial001	NoImage	0.0	9299.8	Reading13	DarkViolet	11	1.2	8744.4	794.9	2552.7	100.2	1323.3	120.3	223.7	26.5	10	1.1	359.6	36.0	100.2	16.7	34.6	3.5	9.0	0.0	935.4	93.5	291.8	1.9	832.8	1	0.1	166.9	166.9	166.9	166.9	0	0.0	0	0.0	4387
Trial001	NoImage	0.0	10261.5	Reading14	DeepPink	9	0.9	9848.5	1094.3	4136.0	133.5	962.4	106.9	174.3	20.7	7	0.7	301.1	43.0	133.5	16.7	24.8	3.5	12.0	0.3	518.7	74.1	113.4	15.9	1360.4	1	0.1	83.5	83.5	83.5	83.5	0	0.0	0	0.0	3545
Trial001	NoImage	0.0	8638.7	Reading15	DeepSkyBlue	12	1.4	8330.1	694.2	2738.0	116.8	1529.7	127.5	244.6	42.5	11	1.3	300.5	27.3	83.5	16.7	21.2	1.9	4.1	0.1	799.9	72.7	132.3	6.3	686.1	0	0.0	0.0	-	-	-	0	0.0	0	0.0	4066
Trial001	NoImage	0.0	8128.7	Reading16	DimGray	9	1.1	7879.3	875.5	2103.3	133.6	1069.3	118.8	172.0	61.9	8	1.0	233.7	29.2	66.8	16.7	21.5	2.7	8.3	0.2	574.6	71.8	126.4	11.4	889.5	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3430
Trial001	NoImage	0.0	8761.3	Reading17	DodgerBlue	9	1.0	8213.0	912.6	2803.9	83.5	1167.8	129.8	200.5	46.8	8	0.9	534.3	66.8	233.7	16.7	38.5	4.8	16.3	0.2	553.5	69.2	120.4	13.2	961.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	4376
Trial001	NoImage	0.0	7905.9	Reading18	Firebrick	13	1.6	6777.5	521.3	1736.1	83.5	1251.4	96.3	195.1	35.0	10	1.3	567.7	56.8	116.9	16.7	35.6	3.6	6.3	1.7	901.8	90.2	289.7	38.7	669.6	4	0.5	417.4	104.3	167.0	83.5	0	0.0	0	0.0	4036
Trial001	NoImage	0.0	8186.2	Reading19	ForestGreen	9	1.1	7846.0	871.8	2170.1	83.5	1160.9	129.0	205.4	50.0	7	0.9	183.6	26.2	50.1	16.7	20.1	2.9	7.9	0.5	616.9	88.1	157.4	29.1	1071.2	1	0.1	116.9	116.9	116.9	116.9	0	0.0	0	0.0	3541
Trial001	NoImage	0.0	7792.7	Reading20	Gainsboro	13	1.7	6610.5	508.5	1285.3	83.4	1497.3	115.2	193.3	48.4	8	1.0	300.6	37.6	133.5	16.7	22.1	2.8	9.0	0.3	579.3	72.4	102.2	16.2	817.8	4	0.5	667.5	166.9	250.4	116.7	0	0.0	0	0.0	3722
Trial001	NoImage	0.0	7939.9	Reading21	Gold	12	1.5	7579.0	631.6	1986.6	83.5	1312.4	109.4	204.8	41.3	12	1.5	350.6	29.2	100.2	16.7	23.4	1.9	8.2	0.6	763.2	63.6	82.8	34.2	569.1	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3807
Trial001	NoImage	0.0	9143.3	Reading22	Goldenrod	13	1.4	8714.1	670.3	2587.7	83.5	1477.2	113.6	254.4	13.6	11	1.2	333.8	30.3	116.8	16.7	22.7	2.1	7.5	0.0	686.6	62.4	120.3	1.3	746.2	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3977
Trial001	NoImage	0.0	8465.5	Reading23	Gray	11	1.3	7827.9	711.6	1782.1	102.1	1147.2	104.3	194.5	27.4	8	0.9	218.3	27.3	34.0	16.7	16.8	2.1	3.3	0.1	588.2	73.5	118.6	7.4	927.5	2	0.2	350.5	175.3	217.0	133.6	0	0.0	0	0.0	3249
Trial001	NoImage	0.0	8471.5	Reading24	Green	11	1.3	7896.1	717.8	1686.2	100.1	1327.0	120.6	246.6	40.3	9	1.1	417.3	46.4	100.1	16.7	28.1	3.1	6.1	0.0	547.8	60.9	99.4	1.5	805.5	1	0.1	100.2	100.2	100.2	100.2	0	0.0	0	0.0	3783
Trial001	NoImage	0.0	7730.4	Reading25	GreenYellow	9	1.2	7261.6	806.8	1786.1	83.5	1286.7	143.0	219.8	85.8	8	1.0	450.7	56.3	116.9	16.7	33.4	4.2	9.4	0.3	469.2	58.7	140.8	16.2	822.7	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3679
Trial001	NoImage	0.0	8219.2	Reading26	HotPink	12	1.5	7812.6	651.1	2303.8	83.5	1099.6	91.6	202.1	35.5	10	1.2	317.2	31.7	116.9	16.7	24.4	2.4	10.3	0.6	664.1	66.4	94.6	37.8	706.7	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3956
Trial001	NoImage	0.0	9108.0	Reading27	IndianRed	9	1.0	8664.2	962.7	1869.8	100.2	1125.0	125.0	265.2	53.7	8	0.9	417.4	52.2	116.9	16.7	30.5	3.8	9.7	0.0	510.1	63.8	106.8	0.8	996.9	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3435
Trial001	NoImage	0.0	8028.7	Reading28	Indigo	10	1.2	7779.2	777.9	1918.9	100.2	1293.6	129.4	206.5	68.6	9	1.1	233.8	26.0	50.1	16.7	20.5	2.3	9.0	0.0	570.3	63.4	180.5	1.8	763.7	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3703
Trial001	NoImage	0.0	7730.9	Reading29	Khaki	11	1.4	7144.8	649.5	1752.9	116.8	1894.0	172.2	230.1	36.8	9	1.2	267.1	29.7	100.2	16.7	29.6	3.3	9.3	0.5	1075.8	119.5	399.1	30.1	851.4	2	0.3	267.0	133.5	133.6	133.5	0	0.0	0	0.0	4090
Trial001	NoImage	0.0	7679.2	Reading30	LawnGreen	11	1.4	7211.2	655.6	1818.6	83.5	1396.7	127.0	218.4	27.3	10	1.3	451.0	45.1	166.9	16.7	28.8	2.9	11.5	0.0	554.2	55.4	84.0	2.8	636.1	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3807
Trial001	NoImage	0.0	8356.9	Reading31	LightBlue	9	1.1	7695.4	855.0	2387.1	116.8	1821.2	202.4	279.0	111.8	7	0.8	433.9	62.0	116.8	16.7	32.4	4.6	11.3	0.1	360.6	51.5	105.4	3.1	1046.1	1	0.1	150.2	150.2	150.2	150.2	0	0.0	0	0.0	3682
Trial001	NoImage	0.0	8557.8	Reading32	LightCoral	10	1.2	8196.6	819.7	1853.0	133.6	1344.7	134.5	237.2	41.1	10	1.2	333.9	33.4	100.2	16.7	29.1	2.9	8.3	0.0	834.9	83.5	125.0	2.0	766.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3590
Trial001	NoImage	0.0	8731.9	Reading33	LightGray	8	0.9	8346.6	1043.3	2787.6	166.9	997.8	124.7	228.0	42.5	6	0.7	233.7	39.0	100.2	16.7	21.7	3.6	8.7	0.9	519.9	86.6	125.1	55.2	1332.1	1	0.1	116.8	116.8	116.8	116.8	0	0.0	0	0.0	4306
Trial001	NoImage	0.0	8114.7	Reading35	LightGreen	9	1.1	7628.7	847.6	2270.2	100.2	1117.8	124.2	205.4	37.7	9	1.1	467.4	51.9	100.2	16.7	35.6	4.0	8.6	0.7	695.6	77.3	147.0	39.6	790.8	0	0.0	0.0	-	-	-	0	0.0	0	0.0	4207
Trial001	NoImage	0.0	8049.9	Reading36	LightPink	9	1.1	7711.8	856.9	1936.2	83.5	1299.2	144.4	244.5	37.4	8	1.0	317.2	39.7	83.5	16.7	25.2	3.2	6.4	0.5	592.5	74.1	128.0	27.3	848.9	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3907
Trial001	NoImage	0.0	8057.9	Reading37	LightSalmon	11	1.4	7345.0	667.7	2136.8	83.5	1534.5	139.5	193.6	54.7	9	1.1	517.5	57.5	183.6	16.7	29.9	3.3	7.6	0.0	563.0	62.6	112.7	2.4	820.1	1	0.1	166.9	166.9	166.9	166.9	0	0.0	0	0.0	3980
Trial001	NoImage	0.0	7940.0	Reading38	LightSeaGreen	12	1.5	7528.7	627.4	1869.9	83.3	1646.0	137.2	208.8	61.0	11	1.4	400.6	36.4	100.2	16.7	22.3	2.0	4.8	0.1	623.9	56.7	123.4	5.6	595.8	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3834
Trial001	NoImage	0.0	8516.7	Reading39	LightSkyBlue	13	1.5	7946.0	611.2	1719.6	83.5	2045.8	157.4	319.8	62.6	9	1.1	267.1	29.7	100.2	16.7	16.4	1.8	5.4	0.0	516.9	57.4	107.2	2.1	822.2	1	0.1	150.2	150.2	150.2	150.2	0	0.0	0	0.0	3755
Trial001	NoImage	0.0	7975.7	Reading40	LightSlateGray	9	1.1	7695.5	855.1	1736.3	100.2	1624.3	180.5	298.9	17.0	8	1.0	267.1	33.4	100.2	16.7	17.8	2.2	5.2	0.0	606.5	75.8	155.9	0.9	870.4	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3474
Trial001	NoImage	0.0	8419.8	Reading41	LightSteelBlue	10	1.2	6510.5	651.0	1969.7	100.2	1409.3	140.9	242.9	71.4	8	1.0	701.3	87.7	267.2	16.7	125.1	15.6	81.8	0.7	1232.6	154.1	508.1	43.1	980.2	4	0.5	1118.3	279.6	350.6	217.0	0	0.0	0	0.0	4960
Trial001	NoImage	0.0	7887.0	Reading42	Lime	9	1.1	7345.1	816.1	1953.2	83.5	1234.0	137.1	224.8	23.6	8	1.0	534.2	66.8	183.6	16.7	33.6	4.2	12.7	0.1	398.1	49.8	91.7	4.6	813.2	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3675
Trial001	NoImage	0.0	8545.9	Reading43	LimeGreen	11	1.3	8063.2	733.0	2554.3	83.5	1539.2	139.9	257.2	38.3	10	1.2	467.4	46.7	116.9	16.7	33.3	3.3	9.3	0.7	682.5	68.3	117.4	39.3	725.3	0	0.0	0.0	-	-	-	0	0.0	0	0.0	4260
Trial001	NoImage	0.0	8939.6	Reading44	Magenta	12	1.3	8330.0	694.2	2136.6	133.5	1395.9	116.3	185.5	55.3	11	1.2	384.0	34.9	100.2	16.7	34.5	3.1	9.4	0.0	924.9	84.1	364.1	2.4	767.9	1	0.1	167.0	167.0	167.0	167.0	0	0.0	0	0.0	4440
Trial001	NoImage	0.0	8063.4	Reading45	Maroon	9	1.1	7696.1	855.1	2170.3	116.8	1169.5	129.9	236.1	38.5	7	0.9	233.7	33.4	66.8	16.7	22.4	3.2	6.6	0.5	627.8	89.7	124.0	28.4	1004.4	1	0.1	100.2	100.2	100.2	100.2	0	0.0	0	0.0	3779
Trial001	NoImage	0.0	8790.0	Reading46	MediumAquamarine	15	1.7	6443.8	429.6	1752.8	83.5	1427.6	95.2	195.4	15.8	15	1.7	1335.5	89.0	300.5	16.7	120.0	8.0	35.5	0.9	1359.8	90.7	234.7	48.9	431.6	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3958
Trial001	NoImage	0.0	8137.9	Reading47	MediumBlue	11	1.4	7728.9	702.6	2236.7	83.5	1395.9	126.9	210.8	29.7	9	1.1	300.5	33.4	116.9	16.7	23.2	2.6	6.6	1.0	738.5	82.1	109.9	56.3	778.3	0	0.0	0.0	-	-	-	0	0.0	0	0.0	4077
Trial001	NoImage	0.0	8225.9	Reading48	MediumOrchid	11	1.3	7595.3	690.5	2302.9	83.5	1326.7	120.6	178.3	53.4	9	1.1	284.0	31.6	100.3	16.7	26.4	2.9	7.6	0.7	994.4	110.5	453.6	40.8	901.4	2	0.2	267.1	133.6	133.6	133.6	0	0.0	0	0.0	3854
Trial001	NoImage	0.0	8164.6	Reading49	MediumPurple	12	1.5	7578.8	631.6	2203.6	83.5	1443.3	120.3	220.9	16.1	9	1.1	267.1	29.7	100.2	16.7	17.0	1.9	5.6	0.2	564.9	62.8	104.7	9.9	763.7	2	0.2	267.1	133.5	166.9	100.2	0	0.0	0	0.0	3733
Trial001	NoImage	0.0	8067.2	Reading50	MediumSeaGreen	10	1.2	7612.2	761.2	1768.5	83.5	1177.3	117.7	168.1	60.8	8	1.0	284.1	35.5	117.1	16.7	20.4	2.5	6.4	0.7	607.4	75.9	115.9	40.0	865.6	1	0.1	133.6	133.6	133.6	133.6	0	0.0	0	0.0	3264
Trial001	NoImage	0.0	7535.3	Reading51	MediumSlateBlue	12	1.6	7194.9	599.6	1402.3	116.9	1911.1	159.3	272.1	54.3	11	1.5	250.4	22.8	33.4	16.7	16.6	1.5	3.4	0.0	708.1	64.4	114.6	2.2	592.6	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3525
Trial001	NoImage	0.0	7839.1	Reading52	MediumSpringGreen	10	1.3	7311.4	731.1	1919.7	116.8	1197.4	119.7	194.1	53.8	10	1.3	500.9	50.1	116.9	16.7	33.2	3.3	9.0	0.6	692.6	69.3	115.9	35.6	684.4	0	0.0	0.0	-	-	-	0	0.0	0	0.0	4174
Trial001	NoImage	0.0	9009.5	Reading53	MediumTurquoise	9	1.0	8680.6	964.5	3038.1	116.8	974.5	108.3	153.3	32.2	8	0.9	217.0	27.1	50.1	16.7	26.8	3.4	8.4	0.9	995.7	124.5	353.3	55.0	1020.7	1	0.1	100.2	100.2	100.2	100.2	0	0.0	0	0.0	3671
Trial001	NoImage	0.0	8383.5	Reading54	MediumVioletRed	11	1.3	7829.3	711.8	1819.6	83.5	1425.1	129.6	216.3	43.2	10	1.2	417.3	41.7	116.9	16.7	33.7	3.4	12.0	0.1	686.0	68.6	134.7	6.3	727.1	1	0.1	116.8	116.8	116.8	116.8	0	0.0	0	0.0	4188
Trial001	NoImage	0.0	8592.6	Reading55	MidnightBlue	9	1.0	7912.6	879.2	2203.4	116.8	939.9	104.4	143.7	57.0	6	0.7	400.6	66.8	200.3	16.7	31.5	5.2	11.5	0.7	483.9	80.7	154.0	40.1	1308.7	2	0.2	233.7	116.9	116.9	116.8	0	0.0	0	0.0	3845
Trial001	NoImage	0.0	7973.5	Reading56	Moccasin	8	1.0	7645.6	955.7	2186.9	100.2	1071.7	134.0	174.4	39.8	7	0.9	300.5	42.9	116.9	16.7	24.8	3.5	8.9	0.6	518.7	74.1	111.0	37.6	987.7	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3662
Trial001	NoImage	0.0	7730.1	Reading57	NavajoWhite	10	1.3	7227.1	722.7	1813.0	102.2	1495.6	149.6	235.6	51.1	9	1.2	402.0	44.7	217.0	16.7	26.0	2.9	13.7	0.0	535.4	59.5	120.6	1.0	705.1	1	0.1	100.1	100.1	100.1	100.1	0	0.0	0	0.0	3900
Trial001	NoImage	0.0	7736.7	Reading58	Navy	9	1.2	7511.9	834.7	1736.2	133.5	1297.6	144.2	237.8	77.5	8	1.0	200.3	25.0	50.1	16.7	19.1	2.4	6.4	0.1	622.3	77.8	141.4	4.9	820.4	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3548
Trial001	NoImage	0.0	8696.5	Reading59	Olive	8	0.9	7929.3	991.2	2737.6	83.5	1090.6	136.3	233.5	42.9	7	0.8	250.4	35.8	83.5	16.7	29.3	4.2	8.7	1.1	936.5	133.8	352.2	66.7	1099.0	2	0.2	383.9	192.0	217.0	166.9	0	0.0	0	0.0	3423
Trial001	NoImage	0.0	10871.1	Reading60	OliveDrab	15	1.4	9982.7	665.5	2470.8	133.5	1638.8	109.3	188.2	22.7	11	1.0	350.6	31.9	83.5	16.7	28.7	2.6	12.0	0.0	702.8	63.9	144.3	1.8	948.2	4	0.4	433.9	108.5	133.5	100.1	0	0.0	0	0.0	3391
Trial001	NoImage	0.0	8340.4	Reading61	Orange	12	1.4	7896.1	658.0	2387.4	83.5	1380.3	115.0	241.5	39.8	10	1.2	283.8	28.4	116.9	16.7	19.1	1.9	7.9	0.7	644.8	64.5	94.4	39.7	712.3	1	0.1	116.9	116.9	116.9	116.9	0	0.0	0	0.0	3600
Trial001	NoImage	0.0	8003.9	Reading62	OrangeRed	10	1.2	7612.5	761.2	2404.1	100.2	1964.4	196.4	274.6	105.5	7	0.9	217.0	31.0	83.5	16.7	17.3	2.5	7.1	1.1	576.8	82.4	141.3	48.2	676.1	1	0.1	100.2	100.2	100.2	100.2	0	0.0	0	0.0	3259
Trial001	NoImage	0.0	8067.3	Reading63	Orchid	9	1.1	7512.0	834.7	2220.4	116.9	1079.6	120.0	190.8	26.5	7	0.9	400.7	57.2	116.9	16.7	30.2	4.3	10.7	0.1	418.0	59.7	91.7	4.4	996.1	1	0.1	116.9	116.9	116.9	116.9	0	0.0	0	0.0	4189
Trial001	NoImage	0.0	8061.6	Reading64	PaleGoldenrod	14	1.7	6927.8	494.8	1652.5	83.5	1420.6	101.5	157.8	23.0	11	1.4	283.9	25.8	50.1	16.7	26.3	2.4	8.9	0.5	872.9	79.4	266.9	32.4	607.6	4	0.5	784.5	196.1	450.7	100.1	0	0.0	0	0.0	3390
Trial001	NoImage	0.0	7969.3	Reading65	PaleGreen	11	1.4	7194.4	654.0	1786.1	100.1	1179.3	107.2	204.6	11.9	8	1.0	234.7	29.3	34.0	16.7	20.8	2.6	4.2	0.9	697.2	87.2	124.8	50.4	891.5	3	0.4	450.7	150.2	217.1	83.5	0	0.0	0	0.0	3987
Trial001	NoImage	0.0	7890.3	Reading66	PaleTurquoise	11	1.4	7445.5	676.9	1803.1	116.8	1241.8	112.9	195.4	35.6	10	1.3	434.0	43.4	116.8	16.7	36.5	3.7	8.6	0.0	731.9	73.2	175.9	2.3	758.6	0	0.0	0.0	-	-	-	0	0.0	0	0.0	4619
Trial001	NoImage	0.0	8321.8	Reading67	PaleVioletRed	12	1.4	7094.9	591.2	1168.5	83.5	1023.3	85.3	183.7	33.3	9	1.1	317.2	35.2	100.2	16.7	36.0	4.0	9.0	0.8	1144.6	127.2	363.7	48.0	801.2	5	0.6	867.8	173.6	283.7	100.2	0	0.0	0	0.0	3594
Trial001	NoImage	0.0	8760.0	Reading68	PeachPuff	14	1.6	7946.1	567.6	1385.7	116.8	1550.5	110.7	203.9	44.1	10	1.1	267.1	26.7	33.4	16.7	22.7	2.3	4.6	0.1	787.8	78.8	139.1	3.4	769.7	3	0.3	367.2	122.4	150.2	83.5	0	0.0	0	0.0	3965
Trial001	NoImage	0.0	8159.7	Reading69	Peru	10	1.2	7629.0	762.9	2320.3	100.2	1351.5	135.2	204.6	71.6	9	1.1	283.8	31.5	133.5	16.7	20.2	2.2	9.7	0.1	625.8	69.5	126.6	4.9	776.3	1	0.1	167.0	167.0	167.0	167.0	0	0.0	0	0.0	3604
Trial001	NoImage	0.0	8026.5	Reading70	Pink	17	2.1	7194.5	423.2	1969.6	83.5	1906.5	112.1	190.8	25.3	14	1.7	417.3	29.8	100.2	16.7	24.7	1.8	6.4	0.0	768.2	54.9	88.7	2.9	563.7	2	0.2	383.9	191.9	200.3	183.6	0	0.0	0	0.0	4312
Trial001	NoImage	0.0	7907.3	Reading71	Plum	13	1.6	7211.8	554.8	1869.8	83.4	1961.0	150.8	223.1	52.2	11	1.4	317.2	28.8	116.9	16.7	25.0	2.3	8.3	0.1	899.2	81.7	312.5	4.9	621.0	2	0.3	333.9	166.9	217.0	116.8	0	0.0	0	0.0	3988
Trial001	NoImage	0.0	8555.9	Reading72	PowderBlue	11	1.3	8346.5	758.8	2653.7	100.1	1192.8	108.4	188.6	37.3	10	1.2	200.3	20.0	33.4	16.7	17.0	1.7	3.8	0.9	793.9	79.4	113.6	52.6	753.0	0	0.0	0.0	-	-	-	0	0.0	0	0.0	3683
Trial002	uputstvo.rtf	0.0	30030.8	Isidora 1	Coral	32	1.1	8485.6	265.2	672.9	83.4	3688.5	115.3	429.4	10.7	27	0.9	1464.1	54.2	355.1	16.7	354.4	13.1	152.1	0.1	4201.6	155.6	879.8	3.4	1069.3	10	0.3	18240.8	1824.1	13506.9	74.8	0	0.0	0	0.0	8825
Trial003	tekst bela.rtf	0.0	10699.3	Isidora 1	Coral	39	3.6	8579.1	220.0	851.2	83.8	2904.7	74.5	136.8	17.8	34	3.2	1505.9	44.3	336.7	16.7	79.3	2.3	22.6	0.1	1295.6	38.1	276.3	4.2	263.3	3	0.3	260.4	86.8	93.5	83.4	0	0.0	0	0.0	5416
